 Index   name               key               s         l       spin.x          spin.y          spin.z
    128  QC1LE605           Sad_Mult             0.610   0.010    0.0011969099   -0.0337678700    0.9994289862
    129  QC1LPE609          Sad_Mult             0.610   0.000    0.0011965215   -0.0337678787    0.9994289863
    130  ESLE610            Marker               0.610   0.000    0.0011965215   -0.0337678787    0.9994289863
    131  QC1LPE611          Sad_Mult             0.610   0.000    0.0011960954   -0.0337678887    0.9994289865
    132  QC1LE615           Sad_Mult             0.620   0.010    0.0012118869   -0.0312205032    0.9995117866
    133  QC1LPE619          Sad_Mult             0.620   0.000    0.0012114516   -0.0312205134    0.9995117868
    134  ESLE620            Marker               0.620   0.000    0.0012114516   -0.0312205134    0.9995117868
    135  QC1LPE621          Sad_Mult             0.620   0.000    0.0012110141   -0.0312205255    0.9995117869
    136  QC1LE625           Sad_Mult             0.630   0.010    0.0012252799   -0.0280449625    0.9996059117
    137  QC1LPE629          Sad_Mult             0.630   0.000    0.0012248340   -0.0280449747    0.9996059119
    138  ESLE630            Marker               0.630   0.000    0.0012248340   -0.0280449747    0.9996059119
    139  QC1LPE631          Sad_Mult             0.630   0.000    0.0012244595   -0.0280449898    0.9996059120
    140  QC1LE635           Sad_Mult             0.640   0.010    0.0012380556   -0.0241598443    0.9997073417
    141  QC1LPE639          Sad_Mult             0.640   0.000    0.0012376748   -0.0241598595    0.9997073418
    142  ESLE640            Marker               0.640   0.000    0.0012376748   -0.0241598595    0.9997073418
    143  QC1LPE641          Sad_Mult             0.640   0.000    0.0012374857   -0.0241598791    0.9997073416
    144  QC1LE645           Sad_Mult             0.650   0.010    0.0012519715   -0.0195059359    0.9998089573
    145  QC1LPE649          Sad_Mult             0.650   0.000    0.0012517798   -0.0195059557    0.9998089571
    146  ESLE650            Marker               0.650   0.000    0.0012517798   -0.0195059557    0.9998089571
    147  QC1LPE651          Sad_Mult             0.650   0.000    0.0012519340   -0.0195059811    0.9998089564
    148  QC1LE655           Sad_Mult             0.660   0.010    0.0012698864   -0.0140750484    0.9999001352
    149  QC1LPE659          Sad_Mult             0.660   0.000    0.0012700422   -0.0140750741    0.9999001347
    150  ESLE660            Marker               0.660   0.000    0.0012700422   -0.0140750741    0.9999001347
    151  QC1LPE661          Sad_Mult             0.660   0.000    0.0012706845   -0.0140751056    0.9999001334
    152  QC1LE665           Sad_Mult             0.670   0.010    0.0012960617   -0.0079473691    0.9999675792
    153  QC1LPE669          Sad_Mult             0.670   0.000    0.0012967084   -0.0079474009    0.9999675782
    154  ESLE670            Marker               0.670   0.000    0.0012967084   -0.0079474009    0.9999675782
    155  QC1LPE671          Sad_Mult             0.670   0.000    0.0012978966   -0.0079474357    0.9999675763
    156  QC1LE675           Sad_Mult             0.680   0.010    0.0013363947   -0.0013248615    0.9999982294
    157  QC1LPE679          Sad_Mult             0.680   0.000    0.0013375863   -0.0013248966    0.9999982278
    158  ESLE680            Marker               0.680   0.000    0.0013375863   -0.0013248966    0.9999982278
    159  QC1LPE681          Sad_Mult             0.680   0.000    0.0013391883   -0.0013249254    0.9999982256
    160  QC1LE685           Sad_Mult             0.690   0.010    0.0013985380    0.0054595631    0.9999841185
    161  QC1LPE689          Sad_Mult             0.690   0.000    0.0014001380    0.0054595341    0.9999841164
    162  ESLE690            Marker               0.690   0.000    0.0014001380    0.0054595341    0.9999841164
    163  QC1LPE691          Sad_Mult             0.690   0.000    0.0014017878    0.0054595326    0.9999841141
    164  QC1LE695           Sad_Mult             0.700   0.010    0.0014920532    0.0119838543    0.9999270778
    165  QC1LPE699          Sad_Mult             0.700   0.000    0.0014936941    0.0119838526    0.9999270754
    166  ESLE700            Marker               0.700   0.000    0.0014936941    0.0119838526    0.9999270754
    167  QC1LPE701          Sad_Mult             0.700   0.000    0.0014949188    0.0119839176    0.9999270728
    168  QC1LE705           Sad_Mult             0.710   0.010    0.0016291230    0.0178366945    0.9998395863
    169  QC1LPE709          Sad_Mult             0.710   0.000    0.0016303365    0.0178367587    0.9998395832
    170  ESLE710            Marker               0.710   0.000    0.0016303365    0.0178367587    0.9998395832
    171  QC1LPE711          Sad_Mult             0.710   0.000    0.0016308005    0.0178369587    0.9998395788
    172  QC1LE715           Sad_Mult             0.720   0.010    0.0018264505    0.0227366074    0.9997398215
    173  QC1LPE719          Sad_Mult             0.720   0.000    0.0018269087    0.0227368047    0.9997398162
    174  ESLE720            Marker               0.720   0.000    0.0018269087    0.0227368047    0.9997398162
    175  QC1LPE721          Sad_Mult             0.720   0.000    0.0018265917    0.0227372630    0.9997398064
    176  QC1LE725           Sad_Mult             0.730   0.010    0.0021085991    0.0266082505    0.9996437139
    177  QC1LPE729          Sad_Mult             0.730   0.000    0.0021082872    0.0266087018    0.9996437026
    178  ESLE730            Marker               0.730   0.000    0.0021082872    0.0266087018    0.9996437026
    179  QC1LPE731          Sad_Mult             0.730   0.000    0.0021074734    0.0266096534    0.9996436790
    180  QC1LE735           Sad_Mult             0.740   0.010    0.0025124525    0.0295756437    0.9995593874
    181  QC1LPE739          Sad_Mult             0.740   0.000    0.0025116539    0.0295765788    0.9995593617
    182  ESLE740            Marker               0.740   0.000    0.0025116539    0.0295765788    0.9995593617
    183  QC1LPE741          Sad_Mult             0.740   0.000    0.0025107310    0.0295784523    0.9995593086
    184  QC1LE745           Sad_Mult             0.750   0.010    0.0030901188    0.0318770989    0.9994870193
    185  QC1LPE749          Sad_Mult             0.750   0.000    0.0030892163    0.0318789360    0.9994869635
    186  ESLE750            Marker               0.750   0.000    0.0030892163    0.0318789360    0.9994869635
    187  QC1LPE751          Sad_Mult             0.750   0.000    0.0030884341    0.0318823084    0.9994868583
    188  QC1LE755           Sad_Mult             0.760   0.010    0.0038997142    0.0337530237    0.9994225961
    189  QC1LPE759          Sad_Mult             0.760   0.000    0.0038989542    0.0337563241    0.9994224876
    190  ESLE760            Marker               0.760   0.000    0.0038989542    0.0337563241    0.9994224876
    191  QC1LPE761          Sad_Mult             0.760   0.000    0.0038983508    0.0337615649    0.9994223129
    192  QC1LE765           Sad_Mult             0.770   0.010    0.0049765023    0.0353708301    0.9993618658
    193  QC1LPE769          Sad_Mult             0.770   0.000    0.0049759250    0.0353759499    0.9993616874
    194  ESLE770            Marker               0.770   0.000    0.0049759250    0.0353759499    0.9993616874
    195  QC1LPE771          Sad_Mult             0.770   0.000    0.0049754295    0.0353828562    0.9993614454
    196  QC1LE775           Sad_Mult             0.780   0.010    0.0063067116    0.0368134913    0.9993022527
    197  QC1LPE779          Sad_Mult             0.780   0.000    0.0063062507    0.0368202269    0.9993020074
    198  ESLE780            Marker               0.780   0.000    0.0063062507    0.0368202269    0.9993020074
    199  QC1LPE781          Sad_Mult             0.780   0.000    0.0063057898    0.0368281431    0.9993017186
    200  QC1LE785           Sad_Mult             0.790   0.010    0.0078333203    0.0381117706    0.9992427793
    201  QC1LPE789          Sad_Mult             0.790   0.000    0.0078329065    0.0381194788    0.9992424885
    202  ESLE790            Marker               0.790   0.000    0.0078329065    0.0381194788    0.9992424885
    203  QC1LPE791          Sad_Mult             0.790   0.000    0.0078324464    0.0381277237    0.9992421776
    204  QC1LE795           Sad_Mult             0.800   0.010    0.0094855340    0.0392848427    0.9991830292
    205  QC1LPE799          Sad_Mult             0.800   0.000    0.0094851348    0.0392928583    0.9991827178
    206  ESLE800            Marker               0.800   0.000    0.0094851348    0.0392928583    0.9991827178
    207  QC1LPE801          Sad_Mult             0.800   0.000    0.0094846964    0.0393009721    0.9991824028
    208  QC1LE805           Sad_Mult             0.810   0.010    0.0112026750    0.0403655939    0.9991221742
    209  QC1LPE809          Sad_Mult             0.810   0.000    0.0112023100    0.0403734698    0.9991218600
    210  ESLE810            Marker               0.810   0.000    0.0112023100    0.0403734698    0.9991218600
    211  QC1LPE811          Sad_Mult             0.810   0.000    0.0112019657    0.0403812106    0.9991215511
    212  QC1LE815           Sad_Mult             0.820   0.010    0.0129417052    0.0414029706    0.9990587101
    213  QC1LPE819          Sad_Mult             0.820   0.000    0.0129414434    0.0414104719    0.9990584026
    214  ESLE820            Marker               0.820   0.000    0.0129414434    0.0414104719    0.9990584026
    215  QC1LPE821          Sad_Mult             0.820   0.000    0.0129412859    0.0414177324    0.9990581037
    216  QC1LE825           Sad_Mult             0.830   0.010    0.0146750199    0.0424440310    0.9989910650
    217  QC1LPE829          Sad_Mult             0.830   0.000    0.0146749495    0.0424510533    0.9989907677
    218  ESLE830            Marker               0.830   0.000    0.0146749495    0.0424510533    0.9989907677
    219  QC1LPE831          Sad_Mult             0.830   0.000    0.0146750337    0.0424577959    0.9989904799
    220  QC1LE835           Sad_Mult             0.840   0.010    0.0163858297    0.0435074287    0.9989187195
    221  QC1LPE839          Sad_Mult             0.840   0.000    0.0163860022    0.0435139353    0.9989184333
    222  ESLE840            Marker               0.840   0.000    0.0163860022    0.0435139353    0.9989184333
    223  QC1LPE841          Sad_Mult             0.840   0.000    0.0163863104    0.0435201585    0.9989181571
    224  QC1LE845           Sad_Mult             0.850   0.010    0.0180641796    0.0445669170    0.9988430684
    225  QC1LPE849          Sad_Mult             0.850   0.000    0.0180645761    0.0445729070    0.9988427940
    226  ESLE850            Marker               0.850   0.000    0.0180645761    0.0445729070    0.9988427940
    227  QC1LPE851          Sad_Mult             0.850   0.000    0.0180650343    0.0445786298    0.9988425303
    228  QC1LE855           Sad_Mult             0.860   0.010    0.0197042150    0.0455576052    0.9987673646
    229  QC1LPE859          Sad_Mult             0.860   0.000    0.0197047629    0.0455630985    0.9987671032
    230  ESLE860            Marker               0.860   0.000    0.0197047629    0.0455630985    0.9987671032
    231  QC1LPE861          Sad_Mult             0.860   0.000    0.0197052842    0.0455683506    0.9987668533
    232  QC1LE865           Sad_Mult             0.870   0.010    0.0213025112    0.0464005237    0.9986957467
    233  QC1LPE869          Sad_Mult             0.870   0.000    0.0213031263    0.0464055521    0.9986954999
    234  ESLE870            Marker               0.870   0.000    0.0213031263    0.0464055521    0.9986954999
    235  QC1LPE871          Sad_Mult             0.870   0.000    0.0213036451    0.0464103682    0.9986952650
    236  QC1LE875           Sad_Mult             0.880   0.010    0.0228571224    0.0470309416    0.9986318854
    237  QC1LPE879          Sad_Mult             0.880   0.000    0.0228577413    0.0470355419    0.9986316545
    238  ESLE880            Marker               0.880   0.000    0.0228577413    0.0470355419    0.9986316545
    239  QC1LPE881          Sad_Mult             0.880   0.000    0.0228582290    0.0470399573    0.9986314354
    240  QC1LE885           Sad_Mult             0.890   0.010    0.0243670692    0.0474195190    0.9985778063
    241  QC1LPE889          Sad_Mult             0.890   0.000    0.0243676644    0.0474237282    0.9985775918
    242  ESLE890            Marker               0.890   0.000    0.0243676644    0.0474237282    0.9985775918
    243  QC1LPE891          Sad_Mult             0.890   0.000    0.0243681377    0.0474277726    0.9985773882
    244  QC1LE895           Sad_Mult             0.900   0.010    0.0258320856    0.0475810362    0.9985332986
    245  QC1LPE899          Sad_Mult             0.900   0.000    0.0258326731    0.0475848849    0.9985331000
    246  ESLE900            Marker               0.900   0.000    0.0258326731    0.0475848849    0.9985331000
    247  QC1LPE901          Sad_Mult             0.900   0.000    0.0258331900    0.0475885779    0.9985329106
    248  QC1LE905           Sad_Mult             0.910   0.010    0.0272572672    0.0475675131    0.9984960556
    249  QC1LPE909          Sad_Mult             0.910   0.000    0.0272579016    0.0475710201    0.9984958712
    250  ESLE910            Marker               0.910   0.000    0.0272579016    0.0475710201    0.9984958712
    251  QC1LPE911          Sad_Mult             0.910   0.000    0.0272585338    0.0475743701    0.9984956944
    252  QC1LE915           Sad_Mult             0.920   0.010    0.0286392023    0.0474467432    0.9984631203
    253  QC1LPE919          Sad_Mult             0.920   0.000    0.0286399511    0.0474499152    0.9984629481
    254  ESLE920            Marker               0.920   0.000    0.0286399511    0.0474499152    0.9984629481
    255  QC1LPE921          Sad_Mult             0.920   0.000    0.0286407473    0.0474529271    0.9984627821
    256  QC1LE925           Sad_Mult             0.930   0.010    0.0299787552    0.0472689941    0.9984322293
    257  QC1LPE929          Sad_Mult             0.930   0.000    0.0299796633    0.0472718336    0.9984320676
    258  ESLE930            Marker               0.930   0.000    0.0299796633    0.0472718336    0.9984320676
    259  QC1LPE931          Sad_Mult             0.930   0.000    0.0299806263    0.0472745186    0.9984319115
    260  QC1LE935           Sad_Mult             0.940   0.010    0.0312769932    0.0470466451    0.9984029061
    261  QC1LPE939          Sad_Mult             0.940   0.000    0.0312780620    0.0470491622    0.9984027540
    262  ESLE940            Marker               0.940   0.000    0.0312780620    0.0470491622    0.9984027540
    263  QC1LPE941          Sad_Mult             0.940   0.000    0.0312791555    0.0470515439    0.9984026075
    264  QC1LE945           Sad_Mult             0.950   0.010    0.0325349064    0.0467492919    0.9983766742
    265  QC1LPE949          Sad_Mult             0.950   0.000    0.0325361009    0.0467515107    0.9983765314
    266  ESLE950            Marker               0.950   0.000    0.0325361009    0.0467515107    0.9983765314
    267  QC1LPE951          Sad_Mult             0.950   0.000    0.0325372749    0.0467536231    0.9983763942
    268  QC1LE955           Sad_Mult             0.960   0.010    0.0337532483    0.0463176615    0.9983563454
    269  QC1LPE959          Sad_Mult             0.960   0.000    0.0337545212    0.0463196175    0.9983562116
    270  ESLE960            Marker               0.960   0.000    0.0337545212    0.0463196175    0.9983562116
    271  QC1LPE961          Sad_Mult             0.960   0.000    0.0337557336    0.0463214988    0.9983560834
    272  QC1LE965           Sad_Mult             0.970   0.010    0.0349324829    0.0456849175    0.9983449354
    273  QC1LPE969          Sad_Mult             0.970   0.000    0.0349337946    0.0456866508    0.9983448101
    274  ESLE970            Marker               0.970   0.000    0.0349337946    0.0456866508    0.9983448101
    275  QC1LPE971          Sad_Mult             0.970   0.000    0.0349350191    0.0456883386    0.9983446901
    276  QC1LE975           Sad_Mult             0.980   0.010    0.0360727784    0.0447959123    0.9983446704
    277  QC1LPE979          Sad_Mult             0.980   0.000    0.0360741045    0.0447974623    0.9983445529
    278  ESLE980            Marker               0.980   0.000    0.0360741045    0.0447974623    0.9983445529
    279  QC1LPE981          Sad_Mult             0.980   0.000    0.0360753305    0.0447989895    0.9983444401
    280  QC1LE985           Sad_Mult             0.990   0.010    0.0371740135    0.0436208284    0.9983563072
    281  QC1LPE989          Sad_Mult             0.990   0.000    0.0371753443    0.0436222294    0.9983561964
    282  ESLE990            Marker               0.990   0.000    0.0371753443    0.0436222294    0.9983561964
    283  QC1LPE991          Sad_Mult             0.990   0.000    0.0371765753    0.0436236200    0.9983560898
    284  QC1LE995           Sad_Mult             1.000   0.010    0.0382357780    0.0421622469    0.9983788711
    285  QC1LPE999          Sad_Mult             1.000   0.000    0.0382371167    0.0421635236    0.9983787659
    286  ESLE1000           Marker               1.000   0.000    0.0382371167    0.0421635236    0.9983787659
    287  QC1LPE1001         Sad_Mult             1.000   0.000    0.0382383677    0.0421647872    0.9983786646
    288  QC1LE1005          Sad_Mult             1.010   0.010    0.0392573452    0.0404543756    0.9984098879
    289  QC1LPE1009         Sad_Mult             1.010   0.000    0.0392587052    0.0404555372    0.9984097874
    290  ESLE1010           Marker               1.010   0.000    0.0392587052    0.0404555372    0.9984097874
    291  QC1LPE1011         Sad_Mult             1.010   0.000    0.0392599952    0.0404566682    0.9984096908
    292  QC1LE1015          Sad_Mult             1.020   0.010    0.0402375826    0.0385537145    0.9984460667
    293  QC1LPE1019         Sad_Mult             1.020   0.000    0.0402389804    0.0385547540    0.9984459702
    294  ESLE1020           Marker               1.020   0.000    0.0402389804    0.0385547540    0.9984459702
    295  QC1LPE1021         Sad_Mult             1.020   0.000    0.0402403217    0.0385557389    0.9984458781
    296  QC1LE1025          Sad_Mult             1.030   0.010    0.0411747781    0.0365233459    0.9984841926
    297  QC1LPE1029         Sad_Mult             1.030   0.000    0.0411762237    0.0365242476    0.9984841000
    298  ESLE1030           Marker               1.030   0.000    0.0411762237    0.0365242476    0.9984841000
    299  QC1LPE1031         Sad_Mult             1.030   0.000    0.0411776142    0.0365250778    0.9984840123
    300  QC1LE1035          Sad_Mult             1.040   0.010    0.0420663967    0.0344172700    0.9985218424
